height_cm,positions,skill_moves(1-5),crossing,finishing,short_passing,dribbling,freekick_accuracy,long_passing,ball_control,acceleration,agility,shot_power,stamina,long_shots,interceptions,vision,marking,standing_tackle
182.88,"CAM,LM",3,64,62,67,68,67,60,68,63,72,57,53,55,56,70,55,56
185.42,"CB,LM,LB",2,68,50,63,56,67,68,62,70,59,72,70,65,67,43,62,66
170.18,"LW,RW,CAM,LM",3,74,69,69,64,54,52,63,76,69,60,58,50,53,59,50,38
187.96,"CB,CDM,RB",2,46,23,55,49,36,50,56,59,53,59,69,32,62,51,65,70
182.88,ST,2,51,67,59,62,44,43,65,69,68,64,57,55,31,58,18,17
193.04,"CB,CDM",2,34,29,64,49,22,60,58,64,47,54,70,51,64,45,64,64
170.18,"LM,RM,CM",4,67,64,62,74,59,58,69,75,88,58,66,65,34,63,38,42
152.4,ST,3,42,67,61,63,38,53,65,78,83,65,72,54,50,43,20,46
185.42,CB,2,25,35,64,23,24,52,52,52,32,39,71,20,68,33,62,69
152.4,"RB,CDM",2,57,43,70,58,48,68,68,67,63,49,75,55,65,56,73,67
154.94,"CM,CAM",3,61,60,72,66,56,69,69,64,77,56,65,57,47,71,52,56
175.26,"CM,CDM",2,67,59,70,60,73,69,65,64,82,65,73,71,60,70,65,58
182.88,"ST,RM,LM",2,59,63,53,66,49,42,58,73,59,73,67,59,35,51,30,36
154.94,"CDM,CM",3,46,48,70,64,73,67,66,65,75,59,71,52,64,68,58,65
187.96,CB,2,29,27,47,35,30,49,47,51,45,35,51,25,69,42,67,66
154.94,RB,2,67,36,59,56,53,58,59,66,66,65,83,52,63,60,67,70
182.88,"CM,CDM",2,52,58,67,61,46,64,63,67,76,70,85,67,63,66,68,64
182.88,"CM,CDM,RM,LM",3,59,70,67,73,47,67,72,66,72,58,64,70,63,62,59,62
182.88,"CB,CDM,CM",2,47,35,68,59,33,61,66,74,72,53,78,55,61,58,70,66
187.96,"LB,CB,LWB",3,72,24,67,65,65,65,64,65,60,56,69,56,67,59,62,69
193.04,GK,1,13,13,29,14,24,34,20,26,31,12,22,14,25,36,15,14
187.96,"CDM,CB",3,52,51,72,59,39,64,66,51,56,65,68,45,63,56,68,66
182.88,"CDM,CM",2,34,22,66,43,40,58,62,47,54,50,72,29,64,60,66,70
185.42,"CB,LB",2,71,49,67,62,69,66,67,56,67,74,75,68,64,59,63,69
182.88,GK,1,23,20,38,21,33,45,23,54,57,31,36,20,11,69,11,19
185.42,GK,1,14,13,30,18,13,38,23,45,36,20,23,19,17,37,18,19
154.94,GK,1,13,11,19,11,12,21,35,50,57,11,26,11,22,14,17,15
187.96,GK,1,16,18,24,14,16,22,25,47,33,23,45,13,22,30,9,16
175.26,"RM,CM",3,72,42,74,69,59,68,72,67,61,68,75,60,53,64,50,55
182.88,CM,3,52,42,76,70,45,70,69,72,71,63,74,41,61,64,66,61
187.96,ST,2,50,69,57,63,27,39,62,72,66,68,78,61,38,50,21,44
185.42,RB,2,72,35,65,67,58,67,62,69,66,62,72,49,65,64,64,66
193.04,"ST,RM",2,39,65,63,68,32,31,62,73,67,71,64,56,32,61,19,36
152.4,"CM,CDM,RM",3,67,42,73,65,69,69,71,67,64,72,85,70,68,60,63,66
185.42,"CM,CDM",3,64,48,68,67,41,64,69,78,77,77,79,74,65,65,64,70
182.88,"CDM,CM",3,53,58,68,65,39,68,72,82,78,47,80,55,65,64,68,63
154.94,GK,1,14,20,48,15,18,45,15,35,55,33,29,20,30,65,11,25
187.96,GK,1,19,14,21,19,19,45,24,49,38,24,44,12,15,35,12,17
190.5,GK,1,15,13,32,14,20,27,24,42,46,24,40,19,25,40,17,18
190.5,CB,2,32,28,61,48,27,70,56,49,36,55,63,33,67,51,62,68
170.18,RM,3,65,58,72,69,79,66,68,68,82,70,60,65,51,72,51,54
185.42,CB,2,45,20,57,36,35,57,49,33,34,65,57,32,66,29,70,67
152.4,ST,3,46,68,56,72,47,43,66,85,87,65,77,63,20,57,32,17
154.94,"ST,LM,LW",3,57,69,65,72,40,37,67,78,74,62,75,61,26,60,22,22
175.26,GK,1,20,10,22,10,18,21,24,38,28,32,30,10,22,38,17,15
187.96,"LB,CDM",3,64,31,69,63,40,62,66,68,62,52,72,35,69,48,63,68
154.94,"LM,RM,ST",3,68,66,66,72,39,60,66,81,67,71,53,66,20,62,21,26
154.94,"RM,LM",3,65,59,70,69,65,68,67,69,72,66,44,59,36,72,36,38
175.26,LB,3,67,44,65,66,39,64,63,83,78,58,82,47,64,58,61,65
154.94,"CB,RB",2,65,40,61,59,32,56,60,64,53,60,32,39,63,51,58,68
187.96,CB,2,35,22,50,36,27,48,49,67,58,45,63,33,66,37,70,67
185.42,CM,3,69,63,70,66,70,69,69,59,67,68,62,65,52,72,60,49
154.94,"CDM,CM,RB",3,69,60,68,68,71,68,67,76,77,79,79,67,64,67,58,66
190.5,CB,2,57,38,60,54,38,56,53,73,46,59,60,44,69,51,63,71
185.42,"CB,CDM",2,44,59,69,64,35,67,64,73,65,69,70,58,67,65,60,67
175.26,RM,3,67,61,59,75,48,42,71,85,79,62,63,55,30,63,30,32
182.88,"CDM,CM",2,61,39,69,69,43,69,68,58,59,58,69,55,67,61,61,64
152.4,"CAM,RM,LM",3,66,54,68,71,70,55,69,77,83,73,60,71,38,64,41,24
182.88,"CM,CDM",2,56,46,72,65,39,67,69,63,68,52,78,50,66,67,60,65
198.12,GK,1,10,11,27,12,10,22,19,43,45,24,32,10,19,26,12,11
187.96,CB,2,23,19,41,36,22,30,54,78,44,48,63,22,62,34,66,70
182.88,ST,3,42,72,63,64,40,46,66,75,70,60,63,53,24,52,27,33
182.88,CB,2,27,25,60,40,58,56,58,66,47,60,64,39,67,48,61,72
154.94,ST,3,43,67,59,66,39,35,64,74,69,73,57,58,28,50,18,14
182.88,RM,3,59,66,66,67,57,52,68,86,88,65,74,67,55,65,54,58
187.96,CB,2,33,39,59,35,21,56,53,47,47,67,64,42,69,40,69,66
175.26,RB,3,63,54,70,63,51,56,66,73,77,67,92,63,65,59,64,65
187.96,CDM,2,62,33,66,63,40,63,65,57,50,58,70,42,69,60,66,69
185.42,CM,3,61,58,68,66,55,70,64,78,78,80,85,67,63,65,65,66
152.4,RB,3,66,57,65,65,38,64,64,79,76,75,88,63,59,56,64,65
152.4,"RM,LM,ST",3,64,61,67,72,63,56,67,83,81,80,74,68,49,62,50,46
170.18,"RB,RM,LB",3,69,55,71,70,66,57,71,77,77,70,74,54,59,54,70,70
172.72,ST,2,43,70,67,60,52,33,58,63,61,66,70,57,18,49,24,24
187.96,"LM,RM",3,66,62,66,72,65,58,69,69,69,79,64,68,33,59,24,32
182.88,"LB,LM",3,66,29,65,71,32,47,70,86,77,42,77,31,60,46,62,66
154.94,CB,2,48,24,62,23,26,52,33,50,44,37,70,26,71,28,60,73
154.94,GK,1,17,14,27,11,18,17,25,42,36,24,31,12,22,21,27,14
182.88,LB,3,69,55,67,72,64,64,74,76,76,72,68,67,68,64,65,67
187.96,ST,2,31,69,50,62,26,34,66,62,64,68,62,57,12,42,22,14
193.04,ST,3,46,67,60,67,33,33,66,77,68,66,71,55,22,57,38,28
154.94,"LB,CDM",2,63,52,64,63,39,57,66,73,71,46,67,55,66,48,70,73
185.42,CB,2,58,42,67,59,35,69,64,65,61,61,73,53,70,49,66,63
182.88,"ST,CF",2,57,72,58,60,67,62,63,50,58,74,52,66,25,63,25,20
182.88,"RM,ST,LM,CAM",2,71,60,66,65,52,58,61,70,55,69,74,55,57,67,59,56
198.12,ST,2,43,67,53,40,35,41,66,43,46,74,64,56,22,62,50,39
185.42,"ST,RW",3,43,65,60,63,46,45,64,78,70,70,78,49,32,59,28,46
190.5,"ST,RW",3,60,65,65,65,44,60,64,53,55,74,69,66,24,63,32,27
190.5,CB,2,36,29,61,41,29,62,49,76,57,54,75,49,63,29,67,67
175.26,"CAM,CM,LM",3,60,66,72,68,60,64,70,78,76,64,73,62,55,64,62,56
152.4,"LM,RM",3,70,63,69,71,42,65,70,70,69,59,61,58,41,61,33,36
185.42,LB,2,62,32,56,61,38,42,65,68,64,36,68,27,69,42,63,70
187.96,CAM,3,66,64,73,69,67,71,68,53,55,71,68,68,28,68,22,45
185.42,"CDM,CM",2,55,31,67,57,37,60,61,67,64,66,83,45,71,53,66,69
187.96,CB,2,40,19,53,36,40,41,50,41,50,35,59,24,66,32,60,67
185.42,CDM,2,58,39,70,65,41,73,67,68,60,64,72,59,75,65,60,64
182.88,"CDM,CM,RB",3,65,61,68,66,49,67,69,61,69,69,68,65,67,61,69,69
182.88,CB,2,39,25,58,50,22,48,60,53,48,52,63,20,65,23,66,68
195.58,CB,2,36,30,59,46,22,51,53,55,61,40,77,27,65,43,66,67
185.42,CB,2,62,36,63,61,62,61,59,55,59,51,65,25,61,45,62,63
187.96,"CAM,CM,CDM",3,54,56,71,69,63,65,68,66,65,68,85,61,55,70,57,57
182.88,CB,3,61,55,66,66,64,66,65,64,60,72,69,65,65,62,70,71
187.96,RB,2,58,47,69,57,61,58,77,62,60,72,58,49,73,43,71,58
154.94,"RB,RWB",3,70,19,68,64,44,56,68,74,70,37,74,32,66,52,64,67
152.4,"ST,RM,LM,CF",3,67,66,67,68,48,56,69,74,71,66,54,63,14,64,13,16
152.4,"RM,CAM",3,67,66,66,72,70,65,70,70,68,65,61,67,28,66,35,34
175.26,"RB,RM,LM,CM",3,70,60,67,67,66,65,67,78,73,72,80,74,55,67,67,67
193.04,GK,1,14,11,37,17,11,29,30,54,40,28,34,17,20,38,19,20
175.26,LB,3,68,45,65,65,48,61,64,76,74,46,83,40,59,58,67,70
187.96,ST,2,37,69,56,62,49,49,64,67,68,68,83,59,34,51,42,32
193.04,"ST,CF",2,36,68,60,56,34,42,64,51,38,74,62,57,28,56,58,27
175.26,GK,1,16,9,47,11,12,23,21,24,22,33,25,21,15,46,17,16
190.5,GK,1,18,12,25,18,16,35,20,41,39,17,45,15,13,51,12,14
154.94,LB,2,65,39,67,62,66,66,64,61,67,64,80,53,66,58,66,69
154.94,RB,3,66,46,63,64,26,55,66,70,69,61,69,58,67,48,66,70
182.88,GK,1,20,14,25,13,16,18,23,27,32,20,22,18,13,34,28,18
152.4,"LW,RW,LM",3,62,63,64,71,47,62,69,77,78,60,67,52,47,59,30,39
172.72,"CAM,RM",3,65,59,66,69,68,63,67,80,83,68,55,66,46,66,43,39
182.88,ST,3,47,73,57,65,31,51,63,50,55,71,72,62,21,49,24,17
187.96,"CAM,RM,ST,LM",3,60,64,71,67,60,69,70,58,68,64,72,61,54,67,49,48
172.72,"CAM,LM,ST",3,69,68,66,75,53,51,69,78,82,63,71,62,16,59,29,25
182.88,"CB,RB",2,38,16,64,59,31,59,63,72,72,33,76,19,62,32,66,67
185.42,CM,2,60,67,69,58,68,66,67,54,73,72,76,72,69,64,63,65
175.26,ST,3,62,72,64,72,30,59,69,71,76,70,70,67,16,65,11,15
185.42,"LB,CB",3,65,23,65,64,30,60,64,71,62,54,77,33,64,39,61,68
193.04,CB,2,37,21,62,54,33,56,58,32,33,44,66,20,62,36,64,65
187.96,GK,1,13,5,15,14,12,27,19,31,41,17,20,8,12,31,11,13
175.26,"CF,ST",3,53,70,66,67,59,60,66,79,82,67,82,63,35,63,62,32
182.88,CB,2,40,21,69,49,35,54,55,66,53,41,46,31,72,44,62,67
152.4,CM,3,59,59,69,67,64,67,69,71,63,68,80,60,65,66,67,59
187.96,CB,2,42,38,57,50,28,46,51,65,66,37,71,25,62,38,66,67
182.88,"ST,LM,RM",3,57,68,61,68,39,49,72,71,73,60,74,69,23,61,32,21
190.5,GK,1,13,12,46,23,15,33,33,60,50,12,35,13,24,41,7,17
182.88,"LB,LM",3,75,31,58,69,38,67,66,72,52,41,62,28,68,51,66,76
172.72,CAM,3,71,58,68,70,68,68,66,74,76,57,66,68,55,73,52,45
170.18,"CAM,RM",3,63,61,67,67,59,64,64,73,75,65,68,65,24,67,36,24
154.94,"RM,ST",3,58,68,62,67,45,51,68,85,75,69,69,58,32,58,32,27
193.04,GK,1,14,8,33,11,13,29,19,31,49,23,30,7,11,38,17,13
154.94,"LM,RM,ST",3,67,67,68,66,49,58,67,74,71,73,57,68,57,66,60,31
175.26,"CAM,LW,ST",3,50,62,67,70,45,59,71,82,79,66,67,62,28,58,20,15
187.96,GK,1,18,14,37,19,22,32,22,60,66,26,32,18,13,48,12,21
187.96,"CM,CDM",3,66,46,75,60,69,70,69,61,56,66,66,58,62,70,68,63
152.4,"LM,LB,LW",3,71,59,64,73,61,64,68,73,80,63,52,68,43,66,54,49
154.94,"RB,CB",3,57,50,63,66,21,62,63,85,77,66,67,54,67,60,61,67
187.96,ST,2,53,69,44,56,62,42,65,55,55,74,66,59,26,59,14,21
185.42,ST,2,49,69,57,56,34,50,59,64,61,67,77,50,33,49,31,22
154.94,CDM,2,48,55,68,49,63,64,65,54,60,71,73,60,70,58,67,72
193.04,CB,2,27,21,52,37,20,49,53,51,45,46,70,27,66,46,66,68
185.42,"RM,ST",3,64,65,65,68,57,53,70,74,75,65,68,62,37,64,42,41
172.72,"RW,LW",3,60,59,63,76,72,59,75,84,86,68,68,65,31,62,22,31
154.94,"LM,LW",3,60,58,63,67,56,64,68,81,79,65,74,44,44,65,40,40
172.72,"CDM,CM",3,59,58,73,64,67,69,70,68,78,75,77,71,67,70,64,59
182.88,"CB,CDM",2,42,53,67,68,63,63,65,69,69,59,73,59,72,64,65,67
190.5,GK,1,10,10,17,7,17,14,20,31,37,19,23,14,13,30,10,15
175.26,"LB,LWB",3,69,56,67,69,50,62,66,79,85,61,70,63,60,55,66,66
190.5,CB,2,22,17,62,51,22,60,59,54,61,32,67,19,64,51,68,67
185.42,"CAM,CM,LM,ST",3,66,74,69,69,55,67,68,61,50,68,85,66,60,66,52,65
190.5,ST,3,49,67,59,61,39,47,64,67,62,72,70,60,35,49,45,26
185.42,RB,3,66,42,65,69,60,52,65,68,66,74,71,58,63,48,73,70
182.88,"RB,RM",3,68,37,64,64,37,54,64,81,65,69,71,39,63,45,65,65
152.4,"RW,RM,CM",3,69,64,67,67,61,61,65,78,77,66,85,67,61,68,55,64
182.88,"CAM,CF,ST",3,64,70,69,70,70,60,70,73,83,67,68,61,23,62,32,42
182.88,GK,1,13,17,31,16,20,32,24,46,64,23,40,15,21,45,8,13
152.4,"RB,CB,RWB",2,66,50,64,61,49,59,63,70,60,55,74,50,65,57,67,68
154.94,"LM,LB",3,65,54,69,67,53,64,68,70,73,78,80,64,68,67,62,66
175.26,"LM,LW",3,61,68,67,68,53,60,69,78,85,66,71,67,17,64,23,31
152.4,RB,3,63,42,56,64,33,52,65,80,70,62,76,62,69,56,62,66
175.26,LB,3,67,51,65,64,66,68,69,70,70,71,70,69,70,55,69,68
154.94,"CB,LB",2,29,23,55,56,25,47,57,70,62,45,70,25,69,25,68,66
154.94,"ST,RM",3,72,67,65,69,74,65,69,63,67,74,58,71,49,71,17,22
182.88,"RB,CB",2,51,36,60,50,31,57,66,64,59,59,76,54,68,46,69,69
190.5,GK,1,16,15,27,15,13,24,23,42,39,22,39,12,15,17,12,12
187.96,CB,2,43,24,58,42,29,56,55,45,43,48,67,32,64,40,64,65
170.18,"LB,LWB,LM",3,66,42,66,67,59,56,68,77,75,57,73,41,63,47,61,63
154.94,ST,3,60,67,65,72,42,51,69,77,78,66,69,61,21,61,20,23
152.4,"CM,CDM",3,63,51,71,65,74,68,66,65,76,61,91,61,64,65,60,67
185.42,"RB,CM",3,69,57,67,65,43,64,66,62,72,73,81,64,63,67,63,69
185.42,CB,2,31,28,61,31,34,54,52,46,67,32,53,24,67,42,71,68
154.94,"LW,LM",3,67,64,68,72,45,65,68,79,75,66,68,53,27,62,37,34
187.96,CB,2,33,40,61,44,23,51,42,68,67,55,62,33,70,40,69,69
152.4,"CM,RM,CAM",3,68,64,69,74,65,69,75,76,79,72,69,71,42,67,22,40
187.96,GK,1,15,15,30,16,13,33,22,31,28,21,35,12,15,47,22,13
162.56,"LW,ST,LM",3,69,64,67,68,39,65,65,76,93,63,75,68,26,64,39,37
172.72,"LM,LW",3,65,65,65,73,46,51,67,86,74,65,69,57,41,62,40,45
154.94,RB,2,57,28,63,66,21,59,63,85,79,48,82,30,63,55,65,69
165.1,"CDM,CM",3,45,43,68,68,45,73,73,59,91,66,77,47,73,48,66,63
167.64,LM,3,66,58,62,70,65,61,70,79,81,67,66,67,33,61,41,48
152.4,"CM,CDM",3,55,53,72,67,43,65,70,66,68,65,77,57,65,64,65,67
170.18,"LM,RM",3,54,55,69,75,52,64,73,72,75,60,73,65,59,65,53,63
185.42,ST,2,48,69,63,57,48,47,62,73,67,73,70,65,30,55,53,29
182.88,ST,3,40,66,56,69,36,40,67,80,74,64,54,61,20,50,45,20
185.42,GK,1,9,9,32,16,14,27,25,52,45,21,31,11,23,35,10,11
185.42,CB,2,43,33,56,46,37,46,62,66,67,53,70,31,63,47,66,68
170.18,"LW,ST,LM",3,65,66,64,65,68,58,68,78,85,66,80,66,32,63,23,45
152.4,"CM,CDM",2,56,50,72,59,59,69,66,57,62,58,79,62,67,66,71,68
175.26,"LM,RM",3,69,56,71,73,50,60,70,76,76,60,60,64,32,58,36,31
152.4,"LW,RW,CM",4,58,70,67,71,28,40,70,72,64,69,66,63,14,60,45,18
185.42,"CDM,CM",2,68,55,70,61,49,71,66,44,63,72,78,61,64,65,66,67
154.94,"CDM,CM",2,60,48,73,60,39,70,69,74,80,70,83,65,65,65,51,70
190.5,CB,2,46,43,67,60,49,66,67,70,29,59,69,45,67,62,62,72
182.88,CB,2,41,34,51,48,41,58,61,72,66,58,75,42,63,53,64,70
182.88,"LM,LWB,LW",3,71,29,68,73,44,60,74,78,80,55,71,39,62,55,64,67
170.18,"CAM,ST",4,57,55,67,72,58,62,70,76,78,61,69,66,35,65,50,31
182.88,LB,2,69,40,65,62,64,59,63,78,65,68,77,49,65,57,65,62
182.88,"CM,CDM",3,48,52,69,64,59,68,69,60,70,71,60,57,73,68,65,65
175.26,"CM,RM,LM,CDM",3,62,52,71,66,63,65,68,69,72,68,73,67,66,69,64,65
190.5,CB,2,50,38,65,54,29,59,62,66,58,58,66,50,67,39,69,71
187.96,ST,2,62,64,55,58,28,58,63,78,59,72,79,57,52,56,58,49
152.4,"RB,LB",3,65,57,67,65,65,64,68,74,75,59,65,58,66,67,68,66
185.42,CB,2,23,19,51,36,25,49,51,60,46,35,75,27,63,29,67,70
185.42,CB,2,44,23,58,46,27,49,49,65,40,40,69,26,67,43,67,70
154.94,CB,2,27,17,48,40,20,42,56,60,63,37,58,17,67,32,70,68
175.26,"CM,CDM",3,56,56,67,67,37,65,64,73,74,60,76,56,74,65,68,75
187.96,ST,3,36,71,54,62,56,30,66,57,57,74,61,65,17,47,17,18
154.94,"ST,LM",3,36,68,55,69,37,43,65,81,70,69,69,59,14,50,31,19
185.42,"CDM,CM",2,36,48,68,57,31,64,65,63,65,53,77,39,63,62,65,69
187.96,CB,2,47,37,57,32,28,52,54,63,56,61,64,40,65,39,65,71
182.88,"LB,LM",2,67,41,64,57,32,59,59,78,70,57,74,42,63,54,63,67
182.88,CB,2,19,32,42,33,21,35,51,68,59,44,66,21,62,28,68,72
152.4,"LW,LM",3,67,60,66,72,72,62,69,85,79,70,64,62,27,64,30,25
152.4,"CB,RB",2,25,21,57,48,21,38,45,55,52,38,68,21,67,31,64,68
187.96,ST,2,39,65,58,58,46,51,63,62,60,74,68,62,39,62,24,20
185.42,CB,2,35,25,50,41,30,47,50,53,47,48,58,25,66,36,67,70
185.42,LW,3,63,64,66,74,50,60,72,85,80,69,61,65,22,68,27,33
154.94,LB,2,67,51,68,54,52,70,59,62,53,61,69,50,65,56,66,74
187.96,CB,2,30,23,56,49,27,49,55,33,37,37,67,18,61,31,66,70
175.26,"RB,CB",3,61,25,63,63,41,54,64,75,70,30,67,31,68,55,69,69
170.18,"LB,LM",3,70,51,64,67,65,59,69,74,80,73,84,68,62,76,68,67
175.26,RB,2,66,46,62,62,62,53,64,77,77,67,81,54,67,55,65,67
193.04,CB,2,29,21,57,35,27,51,52,47,49,41,45,17,62,37,67,67
182.88,"LB,LM",2,65,42,65,58,66,61,65,64,61,78,82,70,64,51,66,69
152.4,CAM,3,70,60,72,64,74,73,67,75,58,72,81,74,64,65,60,65
175.26,"CDM,CM",2,49,39,74,60,50,70,65,63,57,67,68,47,67,51,58,68
182.88,RB,2,66,21,60,58,45,52,63,70,72,55,67,63,70,37,65,70
185.42,CB,2,22,35,43,38,37,59,50,47,44,63,47,36,68,45,69,68
187.96,"RB,RWB,CB",3,61,35,65,64,45,62,67,74,64,65,74,47,64,47,64,66
195.58,CB,2,21,21,63,44,21,67,58,54,39,34,72,18,65,33,69,66
152.4,"CM,CDM",2,58,51,68,60,58,69,67,73,67,67,75,61,66,68,66,66
152.4,RB,3,66,47,65,66,35,58,67,78,73,64,68,58,66,48,59,65
182.88,CM,3,54,58,68,66,64,63,67,78,85,68,93,60,53,65,55,64
167.64,"LB,LWB",2,71,35,58,55,51,57,67,82,80,69,81,49,64,47,55,62
187.96,LB,3,70,54,64,63,68,62,64,72,66,76,83,58,62,64,65,66
154.94,"CM,CDM,CAM",3,59,43,72,66,52,70,70,73,69,64,75,57,65,67,62,61
185.42,CB,2,59,28,57,42,12,52,55,74,79,42,81,22,63,47,63,70
182.88,"CM,RB,LB",3,67,48,68,65,48,65,68,58,63,54,88,56,70,65,61,70
187.96,ST,3,52,67,70,70,62,51,72,41,56,68,54,69,30,72,33,30
172.72,CDM,3,75,50,75,70,67,73,73,60,75,67,68,60,70,73,62,58
185.42,GK,1,10,10,34,15,12,34,23,46,54,16,34,8,26,28,7,12
152.4,CB,2,33,25,61,31,22,56,43,64,70,38,75,26,66,30,68,70
190.5,ST,3,33,70,46,67,42,29,69,69,75,67,71,63,22,51,45,14
190.5,CB,2,46,38,59,38,31,38,64,60,46,42,69,29,62,38,60,70
154.94,"CDM,CM",2,56,27,69,61,43,61,65,75,71,73,75,63,66,52,64,73
193.04,GK,1,12,5,33,22,11,37,29,42,53,39,32,14,21,24,17,13
187.96,"CB,CDM",2,31,44,63,58,30,70,60,54,58,37,76,32,67,55,63,67
185.42,GK,1,12,13,13,15,14,12,14,37,46,13,24,12,23,50,14,11
152.4,"RM,ST,LM",3,65,62,65,64,50,63,67,86,84,60,83,67,31,55,33,34
152.4,"CM,CAM,CDM",3,45,58,72,64,44,71,67,66,59,75,71,59,66,63,62,64
190.5,CB,2,55,35,56,56,31,54,60,54,55,49,55,39,66,49,67,70
182.88,"CDM,CM",2,46,52,69,54,51,64,61,67,67,67,84,58,64,51,63,68
187.96,GK,1,12,11,8,13,18,10,18,23,47,8,27,9,12,46,11,6
182.88,CB,2,34,34,64,62,30,64,61,68,65,40,52,46,71,48,68,69
154.94,"CM,CDM,CAM",3,79,67,74,72,77,76,71,52,63,81,52,77,56,75,64,42
175.26,LB,2,68,26,63,53,45,51,57,75,81,64,86,45,68,60,55,66
185.42,ST,3,43,63,66,72,49,52,69,70,71,70,82,64,22,46,55,20
185.42,LWB,3,67,66,68,71,59,57,72,77,82,70,81,72,57,70,65,59
187.96,"ST,LW",4,46,68,55,75,50,43,66,86,75,75,58,66,11,48,11,14
154.94,ST,3,53,68,57,68,31,41,72,79,77,58,71,56,34,53,45,23
175.26,"ST,RW,LW",3,48,70,58,64,27,36,68,91,79,57,69,49,27,54,31,23
152.4,"LM,RM",3,65,66,64,65,41,63,69,80,75,58,68,57,33,63,35,25
152.4,"CM,CDM",3,59,39,72,67,45,72,69,63,69,69,76,56,45,68,63,60
170.18,"CDM,CM",3,63,62,69,66,55,67,67,66,64,58,86,67,67,68,67,65
154.94,ST,2,56,63,62,63,44,47,62,69,69,75,76,64,39,60,35,45
187.96,"CDM,CM,CB",3,67,63,71,64,47,67,71,60,69,72,51,70,68,70,66,69
152.4,RM,3,70,55,66,67,58,58,68,83,63,58,62,52,50,60,60,52
154.94,"CM,CDM",3,56,54,74,65,61,68,73,67,70,63,75,58,54,70,58,50
182.88,"RM,LM,LW,RW",3,65,64,63,68,48,58,66,78,77,68,76,61,26,62,42,32
182.88,"CB,RB",2,52,48,65,47,42,62,54,57,50,41,72,36,66,37,65,63
182.88,CB,2,54,37,65,45,33,58,60,66,56,55,65,33,66,35,68,68
172.72,"CAM,LW",3,63,60,71,70,66,65,68,72,71,61,66,65,49,69,38,50
187.96,GK,1,14,12,30,12,12,24,20,36,38,11,20,19,25,37,18,18
175.26,"RB,RWB",2,67,33,60,57,45,59,64,75,74,59,80,48,66,46,60,63
172.72,"ST,CAM",3,47,69,59,68,70,39,65,81,82,72,59,58,17,57,40,20
170.18,"LM,RM,CAM",4,65,62,60,70,67,56,68,83,85,60,84,59,16,63,48,26
152.4,LB,3,68,41,65,64,55,62,67,71,66,59,74,49,67,62,69,68
154.94,LB,3,65,35,62,63,52,59,65,69,65,57,80,62,67,59,64,66
162.56,CM,3,62,54,76,71,65,67,68,77,73,64,72,52,60,69,60,56
185.42,ST,3,53,68,62,59,49,43,55,64,61,73,73,64,32,63,28,42
185.42,GK,1,15,14,32,13,11,35,23,51,48,18,32,14,16,29,14,13
152.4,"LM,RM",3,66,67,64,65,31,53,67,78,74,73,75,55,19,61,30,21
154.94,RW,3,67,60,61,70,63,60,66,86,79,64,68,55,26,72,44,42
182.88,GK,1,15,19,36,16,18,39,26,55,50,31,27,14,15,27,10,15
172.72,"LM,RM",3,65,58,64,68,47,61,68,83,80,57,79,59,34,62,35,30
193.04,ST,2,32,70,64,61,33,36,65,65,65,59,70,56,18,69,33,21
152.4,"LW,RW",3,65,68,66,70,47,64,68,79,75,65,70,63,15,61,46,11
175.26,"CAM,ST",3,63,63,64,73,52,52,68,91,88,67,79,58,25,60,32,14
187.96,GK,1,11,15,53,12,15,45,36,34,36,18,29,12,11,40,10,18
152.4,"ST,RW",2,65,76,65,68,48,48,62,74,62,68,61,70,19,63,34,33
175.26,LWB,4,69,49,68,74,59,58,73,87,79,62,74,48,56,61,58,60
185.42,"LB,LM",2,62,38,56,57,32,36,63,66,58,48,67,42,66,56,67,70
172.72,"CDM,CM",3,40,48,70,70,41,65,67,68,75,60,93,44,67,63,62,59
193.04,"CAM,CM",3,47,66,68,66,40,69,70,62,69,65,77,58,63,67,47,54
154.94,CB,2,46,38,64,55,30,62,62,73,70,37,83,34,56,49,62,71
172.72,LM,3,67,63,64,68,57,63,68,76,71,65,73,64,52,66,40,39
182.88,CB,2,44,41,62,52,42,57,58,59,50,63,58,52,68,46,65,67
172.72,"RB,CB",2,69,29,66,58,35,47,60,70,68,34,73,35,65,45,65,70
170.18,"LM,LW,RM",3,67,55,65,72,42,60,68,72,82,62,58,48,36,66,47,33
152.4,"CM,CAM",3,57,58,72,69,62,71,71,72,73,62,73,59,59,71,37,49
187.96,"CB,CDM",2,43,33,58,42,37,53,57,54,53,65,83,30,58,45,60,68
195.58,GK,1,12,5,23,14,11,29,15,24,35,18,18,8,10,35,14,10
152.4,ST,3,37,69,56,72,40,54,69,78,66,78,66,40,30,45,30,33
187.96,GK,1,13,7,15,6,12,22,14,43,29,23,27,5,11,50,15,10
182.88,CM,3,60,50,71,70,58,70,71,68,69,63,73,55,52,69,53,55
182.88,"ST,LW,RW",3,68,68,63,71,35,57,68,65,58,69,69,68,32,59,31,35
187.96,ST,2,35,74,54,66,41,40,62,63,60,68,58,69,23,49,18,13
175.26,"LW,CAM,RW,RM",3,62,56,64,72,58,60,71,91,92,66,84,60,12,57,26,13
187.96,CB,2,60,47,63,48,60,65,61,71,70,53,73,52,62,46,65,73
170.18,"RB,RWB",2,64,35,60,59,37,54,61,90,89,60,90,31,65,43,60,60
182.88,CDM,2,59,49,70,62,55,68,69,76,72,70,60,62,74,67,54,71
